OBJECTID,Categoria,Codigo Tramo,Poste de Referencia Inicial,Distancia Inicial,Poste de Referencia Final,Distancia Final,Nombre Ruta,Sector,Administrador,Grupo Administrador Vial,Superficie,Calzada,Ruta,Fuente,GlobalID,nombretramo,created_user,created_date,last_edited_user,last_edited_date,Territorial,revisionestado,Shape__Length
479,1,90BLB,0,0,29,1383,Alternas a la Transversal del Caribe,Variante de Gambote,2,,3,2,90,IGAC (Contrato 2932/2008),4ff5dc83-4f7d-4b8b-88ef-b14f776d28a3,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,3,No Revisado,62339.8673936585
480,1,9005,59,180,99,500,Transversal del Caribe,Cruz del Viso - Cartagena,2,,3,2,90,IGAC (Contrato 2932/2008),44685069-5566-4325-890c-bf494a583e30,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,3,No Revisado,67951.1844474654
481,1,9006,39,0,117,103,Alternas a la Transversal del Caribe,Pensales - Barranquilla,2,,3,1,90,IGAC (Contrato 2932/2008),79e4f760-6d6e-4c05-9776-48b67f6c889e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,2,No Revisado,91879.6879423467
482,1,6203,47,200,115,17,Troncal de Uraba,Rubicón - Santafé de Antioquia,2,,3,1,62,IGAC (Contrato 2932/2008),27f1e4d4-ee89-409a-931c-4c4b8b9fb0ce,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,512.389167719685
483,1,62AND,0,0,3,703,Troncal de Uraba,Variante Carepa,2,,1,1,62,Por Defnir,f040bf57-3e76-4bce-a2d8-a3dfeb4f0fa4,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,3766.81534224569
484,1,2514,52,0,114,595,Troncal de Occidente,La Ye - Sincelejo,1,,3,1,25,IGAC (Contrato 2932/2008),72372943-72d7-4284-8051-abfc9efcaef7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,88545.6587968101
485,1,7402,0,0,35,0,Transversal Puerto rey - Tibú,Cereté - Cruce Ruta 25 (La Ye),1,,3,2,74,IGAC (Contrato 2932/2008),948364e8-4f35-4c6c-8115-2e8cf14f8fc6,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,55985.2644229877
486,1,2508,60,1000,108,866,Troncal de Occidente,La Felisa - La Pintada,2,,3,1,25,IGAC (Contrato 2932/2008),56eca67b-1956-4472-bcad-c614140cc52d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,5,No Revisado,47923.6349691867
487,1,5005,7,150,23,570,Transversal Las Animas - Bogotá,La Manuela - Estación Uribe,2,,3,2,50,IGAC (Contrato 2130/2014),5303229b-a0c8-497f-a8f8-935aa7e730ba,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,5,No Revisado,28187.8631933892
488,Por Definir,62BY05,0,0,13,0,Accesos a Yopal,La Ye - Tibasosa - Sogamoso,1,,3,3,62,IGAC (Contrato 2932/2008),b810fab5-ce41-4edc-821d-e0256a7dcb51,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,0,No Revisado,13128.4116623104
489,1,5502,0,0,47,730,Troncal Central del Norte,Tunja - Duitama,2,,3,2,55,IGAC (Contrato 2932/2008),0006d6e4-5313-4344-9867-1c4eb9235bd0,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,94181.5140069623
490,Por Definir,4514,68,840,100,0,Troncal del Magdalena,San Alberto - La Mata,2,,3,3,45,IGAC (Contrato 2932/2008),4017bbff-2c35-4665-82df-04111a44e97c,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,48884.9792204193
491,1,2510,0,0,52,474,Troncal de Occidente,Medellìn - Hoyo Rico,3,,3,2,25,Google Maps,25e13e1a-b805-4a31-94b7-72c4a937fe71,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,79828.2110861758
492,1,2602,0,0,109,10,Transversal Huila - Cauca,Popayán (Crucero) - Guadualejo,1,3,3,1,26,IGAC (Contrato 2932/2008),96d82ae7-7dfc-4273-a89f-64824904c8ce,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,682.397396260009
493,1,2602,0,0,109,10,Transversal Huila - Cauca,Popayán (Crucero) - Guadualejo,1,3,3,1,26,IGAC (Contrato 2932/2008),e09b75ea-067c-43cd-b6eb-4809e7f565ce,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,482.664079314244
494,1,62BY05,0,0,0,0,Accesos a Yopal,La Ye - Tibasosa - Sogamoso,1,,3,1,62,IGAC (Contrato 2932/2008),d784328f-f4c9-411a-9c67-1bbdc8603aa1,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,4378.21105188277
495,1,2508,108,866,108,1450,Troncal de Occidente,La Pintada,2,,3,1,25,IGAC (Contrato 2932/2008),d0c633cd-76b0-4e34-902c-9021eae09933,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,5,No Revisado,593.505868406366
496,1,7806,0,0,28,0,Transversal Depresion Momposina,El Banco – Tamalameque,1,3,1,1,78,IGAC (Contrato 2932/2008),f428d308-d1fe-4593-a5ad-68f1d0dc1c0d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,9,No Revisado,28518.4621200458
497,1,2504,98,20,106,549,Alternas a la Troncal de Occidente, Puente Valencia sobre el río Cauca-Crucero Jamundí,2,,3,2,25,IGAC (Contrato 2932/2008),cef4d074-a06d-4a21-88de-0ad37409c0e6,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,8573.56415664789
498,1,25ATA,0,0,10,700,Troncal de Occidente,Variante Palmar de Varela - Sabanagrande,2,,3,2,25,Google Maps y WFS ANI,bb55b9c9-651d-4f81-bf03-560c0dd5542e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,2,No Revisado,125.072262698328
500,1,2506,0,0,42,550,Troncal de Occidente,Andalucía - La Paila -La Victoria,3,,3,2,25,IGAC (Contrato 2932/2008),5e6e88d5-524b-4e43-8daf-ec29cb1ae140,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,82828.4768875957
501,1,4509,0,0,38,423,Troncal del Magdalena,Cambao - Cruce Ruta 50 ,2,,1,2,40,Archivos SHP suministrados por la ANI,527adb1d-1bd5-4457-b271-625dcc523370,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,39429.2987590135
502,1,6003,90,0,93,700,Transversal Tribuga - Arauca,La Mansa - Primavera,2,,1,2,60,IGAC (Contrato 2932/2008),208f227c-28ca-4d2e-960e-dd313a2d0a82,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,7446.45195126623
503,1,6004,0,0,50,700,Transversal Medellin - Bogotá,Medellín - Santuario,2,,3,2,60,IGAC (Contrato 2932/2008),fd631227-bdc7-47b7-a691-bed4ff7217ec,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,104279.98024514
504,1,8004A,38,554,51,465,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Badillo - San Juan del Cesar,1,1,3,1,80,IGAC (Contrato 2130/2014),96a8d317-a27b-44bd-b643-5ca3f8ff4a0b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,13,No Revisado,51656.6799768107
505,1,8004A,38,554,51,465,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Badillo - San Juan del Cesar,1,1,3,1,80,IGAC (Contrato 2130/2014),4ede7ca4-0a5f-48ed-ad2b-92867fbe20f7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,13,No Revisado,50.7561055450169
506,1,2505,25,0,67,0,Troncal de Occidente,Palmira - Buga,2,,3,2,25,IGAC (Contrato 2932/2008),661094d2-e8c5-4751-bf5d-f6fe560fdda6,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,80165.7325587881
507,Por Definir,4513,0,0,90,748,Troncal del Magdalena,La Lizama -Rio Sogamoso,2,,3,3,45,WFS ANI,26ec2a5b-2d9a-4994-ba9b-6b6242a4fe44,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,89529.0981477409
508,4,78BL02,0,0,4,150,Transversal Depresion Momposina, Talaigua Nuevo Bolívar – Santa Ana Magdalena,1,2,1,1,78,Por Defnir,7dbd7cb7-8ced-478c-acdc-e96769cdbbe9,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,3,No Revisado,4146.47258459195
509,1,80MG01,0,0,67,650,Acceso Transversal Carmen - Bosconia,Santana - La Gloria,1,2,3,1,80,IGAC (Contrato 2932/2008),05dda779-d1e5-4fa0-8f75-c0ea8f38b73a,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,15,No Revisado,67885.5196353544
510,1,7804,0,0,34,332,Transversal Depresion Momposina,Mompós - Guamal,1,2,3,1,78,IGAC (Contrato 2932/2008),483b420b-eeb6-446f-9762-720625d4d6f1,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,3,No Revisado,35265.8154475219
511,4,45CSI,0,0,4,672,Troncal del Magdalena,Variante  al poblado de Aguachica,2,2,3,1,45,Google Maps,30ad8f69-2b75-487d-9d9e-a71301ba4e47,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,9,No Revisado,9628.11588406346
512,4,23VLB,0,0,2,729,Alternas a la Troncal de Occidente,Variante al Poblado de Yotoco,2,,1,1,23,Imagenes Satelitales Gigital Globe,a9076b93-1973-423d-9cea-68140f4d6c09,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,2514.53108206325
513,1,9006,0,0,39,0,Alternas a la Transversal del Caribe,Cartagena- Pendales,2,,3,1,90,IGAC (Contrato 2932/2008),987b6020-a058-403c-9075-957494655bab,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,55918.4997402236
514,1,2301,12,0,53,522,Alternas a la Troncal de Occidente,Yumbo - Mediacanoa,2,,3,2,23,IGAC (Contrato 2932/2008),f4cacf87-adde-4bd9-a68e-5507d5893523,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,46961.1593262
515,1,45ACNC,0,0,3,0,Troncal Central,Variante de Ubaté,1,6, ,2, ,IGAC (Contrato 2932/2008),127e9e1b-1c15-4651-91b1-aa08dcd0fec7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,5995.82049451348
516,1,7802,0,0,80,100,Transversal Depresion Momposina,Puerta de Hierro - Magangué - Yatí,1,1,1,2,78,Administrador vial,41b8862e-21e8-4094-9046-b2bf23ec5f2f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,3,No Revisado,81258.0111317493
517,1,25NRD,0,440,21,170,Troncal de Occidente,Variante Oriental de Pasto,1,4,1,1,25,Google Maps,889dcfb3-e258-4866-90e4-ef4fd884334d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,23959.7595966548
518,2,25NRB,0,0,3,600,Alternas a la Troncal de Occidente,Variante de Daza,1,5,1,2,25,IGAC (Contrato 2130/2014),f4c9f2d5-236d-4241-b4dd-3ed6b25575f5,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,3656.88071905028
519,1,7007,0,0,43,0,Acceso a Cucuta y Venezuela,Aguaclara - Río de Oro,1,2,3,1,70,IGAC (Contrato 2932/2008),0ac06f78-0807-445b-9fe6-9eec67e6db29,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,26,No Revisado,43638.4045093835
520,1,4001,0,0,0,0,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,5,,3,2,40,IGAC (Contrato 2932/2008),f235f657-c32a-4c7d-b850-fa48637154fa,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,376.638796463599
521,1,55CN01,0,0,9,200,Conexión Troncal Central del Norte con Troncal Central,Briceño - Zipaquirá,3,,3,1,55,IGAC (Contrato 2932/2008),c74128e2-7594-4a5f-b5c9-61abf6c8b899,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,0,No Revisado,10004.7187220959
522,4,25CCC,0,0,2,806,Troncal de Occidente,Ye de Villa Rica - Límites Cauca ,2,,3,2,25,IGAC (Contrato 2932/2008),e283ff77-b66c-4eff-913e-003210d86e4f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,3343.04346181721
523,1,2504A,0,0,21,0,Troncal de Occidente,Ye de Villa Rica - Límites Cauca ,2,,3,2,25,IGAC (Contrato 2932/2008),4cadf7cd-941e-4fde-ac8a-a35e0f6c04d3,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,22747.8441974239
524,1,2505,0,0,19,0,Alternas a la Troncal de Occidente,Cali - Palmira,2,,3,2,25,IGAC (Contrato 2932/2008),b20232c2-4836-4009-ab13-c7f029850b57,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,47251.4635740286
525,1,4001,19,800,62,408,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),2,,3,3,40,IGAC (Contrato 2932/2008),034b654e-1070-4d0a-9a51-f98d95bc1c93,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,54393.2215499307
526,1,4001,19,800,62,408,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),2,,3,2,40,IGAC (Contrato 2932/2008),ae054f0a-7ce8-42bc-9010-52e478607d4c,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,94.0957760468725
527,1,4001,19,800,62,408,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),2,,3,2,40,IGAC (Contrato 2932/2008),4c0faae6-99a3-4f5d-b6f2-fe552a082990,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,77.7966556771358
528,1,4001,19,800,62,408,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),2,,3,2,40,IGAC (Contrato 2932/2008),eaf86b1d-8ab1-4083-aed4-67267300a576,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,60.1175609131487
529,1,4001,19,800,62,408,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),2,,3,2,40,IGAC (Contrato 2932/2008),97c4c8eb-812a-402f-8fdf-7b50ef733788,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,89.3203080555985
530,4,45ACND,0,250,7,0,Alternas a la Troncal Central,Variante Portachuelo - Casablanca,1,4,1,1,45,Google Maps,6a736bd8-45ef-4391-bf0a-ff1d14ac73ea,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,6954.78268574153
531,Por Definir,45ACNB,0,0,3,600,Alternas a la Troncal Central,Variante Portachuelo,2,,3,3,45,Google Maps,a25b1bd3-0015-4e8e-8540-88008a9e2d8a,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,335.765838438461
532,1,45ACND,0,0,0,250,Alternas a la Troncal Central,Variante Portachuelo - Casablanca,3,,1,1,45,Google Maps,31e98c8e-5e19-4135-9c68-50061aa84ae9,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,0,No Revisado,103.456106589865
533,1,90A01,66,218,66,258,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Arroyo Cascabel),1,1, ,2,90,IGAC (Contrato 2932/2008),ceb59db4-cc43-415f-9af9-fb9135efaf4f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,2,No Revisado,39.988317841185
534,1,4001,19,800,62,408,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),2,,3,2,40,IGAC (Contrato 2932/2008),7ffb6b8d-f6e2-4a47-98ce-7d2ff03d4254,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,5594.31897536446
535,1,6003,90,615,90,740,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1, ,1, ,IGAC (Contrato 2932/2008),d302998c-11cd-4a3c-a044-a54fe6e2d2ea,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,158.899538814802
536,1,4001,19,800,62,408,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),2,,3,2,40,IGAC (Contrato 2932/2008),537c1688-7ef0-469e-b4da-0f7d36eee1bd,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,5590.03976166549
537,1,4001,0,0,0,0,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,5,1,3,2,40,IGAC (Contrato 2932/2008),629844d1-cccc-4e20-943c-af3d5bb70dbd,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,219.514912109346
538,1,4001,0,0,0,0,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,5,1,3,2,40,IGAC (Contrato 2932/2008),3ebb98f1-e57a-440e-b2f2-f64beb0a2b55,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,141.257526979632
539,1,4001,0,0,0,0,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,5,1,3,2,40,IGAC (Contrato 2932/2008),df9c64a4-5e0c-40a2-8230-68b3e062fd9d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,348.859271164625
540,1,4001,0,0,0,0,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,5,1,3,2,40,IGAC (Contrato 2932/2008),5f28924b-3cc2-453c-9760-c5171e7532bb,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,228.224276992974
541,1,4001,0,0,0,0,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,5,1,3,2,40,IGAC (Contrato 2932/2008),a518c824-fba4-4bf3-a44e-682df7b4fa09,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,677.73818947121
542,1,2504,91,0,98,20,Alternas a la Troncal de Occidente,Ye de Villa Rica - Jamundí,2,,3,2,25,IGAC (Contrato 2932/2008),cbe4c4e1-0818-4947-8f49-6afa76578a97,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,7007.95212231102
543,1,6205,53,0,54,1158,Transversal Tribuga - Arauca,Paso Nacional por Cisneros,1,1, ,2, ,IGAC (Contrato 2932/2008),866ff313-fda4-4433-b0e7-4d460b36ab15,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,2319.77418670446
545,1,9002,0,0,86,858,Transversal del Caribe,Necoclí – Puerto Rey,1,3,1,1,90,IGAC (Contrato 2932/2008),50997c44-9d4b-4722-ac94-56cfe1eabe54,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,4799.77572007071
546,1,4001,62,408,118,412,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cruce Ruta 40 (Loboguerrero) - Buga,2,,3,3,40,IGAC (Contrato 2932/2008),b2a48df4-5481-4a2d-8db9-0a4c1be84f9f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,44831.5871864923
547,1,1002,0,0,95,0,Transversal Tumaco - Leticia,Junín - Tuquerres,1,2,1,2,10,IGAC (Contrato 2932/2008),aa870ba3-c354-4454-8c9d-ad42fd31ede8,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,94767.7044892123
548,1,2512,61,619,63,966,Troncal de Occidente,Tarazá - Caucasia,1,3,3,2,25,IGAC (Contrato 2130/2014),1e015851-f65d-4cb2-aee5-17c17deb8634,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,4327.85566258875
549,1,2512,61,276,61,619,Troncal de Occidente,Tarazá - Caucasia,1,3,3,2,25,IGAC (Contrato 2130/2014),c4da3e18-afdb-498f-b947-5bf650ada2a8,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,570.851043327352
550,1,4510,0,170,33,400,Troncal del Magdalena,Viaducto Honda - Entrada Puente Puerto Salgar,2, , ,2, ,IGAC (Contrato 2130/2014),ff8b8bed-e13b-4af4-a99c-3ce41a9e146b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,36433.3789781654
551,1,90A01,74,971,74,1031,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Arroyo de Juan de Acosta),1,1, ,2,90,IGAC (Contrato 2932/2008),dc5c7d1a-3155-44bf-8dff-790996afcbe0,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,2,No Revisado,59.9812929751416
552,1,5008,0,0,5,798,Transversal Medellin - Bogotá,Río Seco - Villeta,2,,3,1,50,IGAC (Contrato 2932/2008),f672bcde-ea5c-445e-8c5d-45ddda056af4,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,6002.495138518
553,1,6205,9,0,9,700,Transversal Tribuga - Arauca,Paso Nacional por Barbosa,1,1, ,1, ,IGAC (Contrato 2932/2008),c7138fe5-06a9-49f0-ab32-97063d8502fd,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,599.791583777474
554,1,2513,2,780,62,0,Troncal de Occidente,Caucasia - Planeta Rica,2, , ,1, ,IGAC (Contrato 2932/2008),fa94c4cb-cde6-48e6-b918-f106fd965fec,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,59955.4630033252
555,1,7008,69,0,128,0,Acceso a Cucuta y Venezuela,Alto El Pozo - Sardinata,1,1, ,2, ,IGAC (Contrato 2130/2014),6d017e40-acc8-4082-be9e-b9df9ce13f0b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,18,No Revisado,58421.0619590804
556,3,5008B1,2,0,4,0,Circuito de las Provincias de Rionegro y Bajo Magdalena,Cruce Quebrada Negra - Salida Tunel de la Abuela,1,2, ,1, ,IGAC (Contrato 2130/2014),80eddbf3-a449-44e8-b54d-7980c0066325,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,2418.85188275316
557,1,6003,91,197,91,383,Transversal Tribuga - Arauca,Sector Rectificado,1,1, ,1, ,IGAC (Contrato 2932/2008),e07d483e-3cbb-4258-a5e7-2f164006e97b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,185.722796925882
558,1,90A01,77,917,77,928,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Turipana),1,1, ,2,90,IGAC (Contrato 2932/2008),48019835-c35b-49df-afb7-963f0d517d43,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,2,No Revisado,10.9964586024564
559,3,5008B1,0,0,2,0,Circuito de las Provincias de Rionegro y Bajo Magdalena,El Curapo  - Cruce Quebrada Negra,1,2, ,1, ,IGAC (Contrato 2130/2014),f04fdd2d-2052-49cb-9e3f-b7fa857710c5,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,1870.58632886268
